Name;Surname;SID;GPA;Grade;Credits;email;password;SFID;Major
Janna;Evalyn;45642;3.98;4;121;jevalyn@du.edu.tr;JE45642;1;Business Administration
Jannet;Evan;45643;2.66;4;108;jevan@du.edu.tr;JE45643;1;International Relations
Jannette;Evangelina;45644;3.66;1;17;jevangelina@du.edu.tr;JE45644;4;Sociology
Jannie;Evangeline;45645;1.68;3;85;jevangeline@du.edu.tr;JE45645;2;Chemical and Biological Engineering 
January;Eve;45646;3.51;1;8;jeve@du.edu.tr;JE45646;0;Mathematics
Janyce;Evelia;45647;2.11;4;116;jevelia@du.edu.tr;JE45647;1;International Relations
Jaqueline;Evelin;45648;3.36;1;22;jevelin@du.edu.tr;JE45648;1;Business Administration
Jaquelyn;Evelina;45649;1.43;2;59;jevelina@du.edu.tr;JE45649;4;Philosophy
Jared;Eveline;45650;2.91;4;120;jeveline@du.edu.tr;JE45650;2;Industrial Engineering
Jarod;Evelyn;45651;2.96;3;92;jevelyn@du.edu.tr;JE45651;4;Archaeology and History of Art
Jarred;Evelyne;45652;3.1;4;138;jevelyne@du.edu.tr;JE45652;2;Mechanical Engineering
Jarrett;Evelynn;45653;2.43;3;96;jevelynn@du.edu.tr;JE45653;1;International Relations
Jarrod;Everett;45654;2.51;4;139;jeverett@du.edu.tr;JE45654;1;Business Administration
Jarvis;Everette;45655;3.11;1;6;jeverette@du.edu.tr;JE45655;3;Law
Jasmin;Evette;45656;3.22;2;62;jevette@du.edu.tr;JE45656;2;Chemical and Biological Engineering 
Jasmine;Evia;45657;3.76;3;86;jevia@du.edu.tr;JE45657;3;Law
Jason;Evie;45658;1.64;4;117;jevie@du.edu.tr;JE45658;2;Mechanical Engineering
Jasper;Evita;45659;1.54;1;6;jevita@du.edu.tr;JE45659;1;Business Administration
Jaunita;Evon;45660;2.85;3;72;jevon@du.edu.tr;JE45660;4;Sociology
Javier;Evonne;45661;2.69;1;1;jevonne@du.edu.tr;JE45661;1;Economy
Jay;Ewa;45662;3.75;4;131;jewa@du.edu.tr;JE45662;0;Physics
Jaye;Exie;45663;2.19;2;66;jexie@du.edu.tr;JE45663;0;Chemistry
Jayme;Ezekiel;45664;3.86;4;139;jezekiel@du.edu.tr;JE45664;3;Law
Jaymie;Ezequiel;45665;3.64;3;97;jezequiel@du.edu.tr;JE45665;0;Molecular Biology and Genetics
Jayna;Ezra;45666;3.86;1;9;jezra@du.edu.tr;JE45666;1;Economy
Jayne;Fabian;45667;3.93;3;87;jfabian@du.edu.tr;JF45667;0;Molecular Biology and Genetics
Jayson;Fabiola;45668;3.25;4;113;jfabiola@du.edu.tr;JF45668;1;Business Administration
Jazmin;Fae;45669;3.76;3;90;jfae@du.edu.tr;JF45669;2;Industrial Engineering
Jazmine;Fairy;45670;3.97;2;69;jfairy@du.edu.tr;JF45670;4;Archaeology and History of Art
Jc;Faith;45671;2.63;2;58;jfaith@du.edu.tr;JF45671;4;Media and Visual Arts
Jean;Fallon;45672;1.23;3;105;jfallon@du.edu.tr;JF45672;4;Philosophy
Jeana;Fannie;45673;2.39;4;108;jfannie@du.edu.tr;JF45673;0;Molecular Biology and Genetics
Jeane;Fanny;45674;2.24;4;111;jfanny@du.edu.tr;JF45674;2;Computer Engineering
Jeanelle;Farah;45675;1.08;3;87;jfarah@du.edu.tr;JF45675;3;Law
Jeanene;Farrah;45676;1.64;3;79;jfarrah@du.edu.tr;JF45676;1;Economy
Jeanett;Fatima;45677;1.42;1;16;jfatima@du.edu.tr;JF45677;1;Economy
Jeanetta;Fatimah;45678;3.12;2;39;jfatimah@du.edu.tr;JF45678;4;History
Jeanette;Faustina;45679;1.47;2;52;jfaustina@du.edu.tr;JF45679;0;Chemistry
Jeanice;Faustino;45680;1.59;2;52;jfaustino@du.edu.tr;JF45680;1;Business Administration
Jeanie;Fausto;45681;1.67;3;92;jfausto@du.edu.tr;JF45681;3;Law
Jeanine;Faviola;45682;2.33;3;99;jfaviola@du.edu.tr;JF45682;3;Law
Jeanmarie;Fawn;45683;3.55;4;113;jfawn@du.edu.tr;JF45683;0;Molecular Biology and Genetics
Jeanna;Fay;45684;2.95;1;35;jfay@du.edu.tr;JF45684;2;Chemical and Biological Engineering 
Jeanne;Faye;45685;3.41;3;86;jfaye@du.edu.tr;JF45685;2;Mechanical Engineering
Jeannetta;Fe;45686;1.16;3;105;jfe@du.edu.tr;JF45686;1;Business Administration
Jeannette;Federico;45687;1.86;2;53;jfederico@du.edu.tr;JF45687;4;Sociology
Jeannie;Felecia;45688;2.48;3;82;jfelecia@du.edu.tr;JF45688;0;Molecular Biology and Genetics
Jeannine;Felica;45689;1.22;4;136;jfelica@du.edu.tr;JF45689;4;Archaeology and History of Art
Jed;Felice;45690;1.13;3;82;jfelice@du.edu.tr;JF45690;2;Computer Engineering
Jeff;Felicia;45691;1.48;3;93;jfelicia@du.edu.tr;JF45691;3;Law
Jefferey;Felicidad;45692;1.62;3;85;jfelicidad@du.edu.tr;JF45692;2;Electrical and Electronics Engineering
Jefferson;Felicita;45693;3.13;1;3;jfelicita@du.edu.tr;JF45693;4;Philosophy
Jeffery;Felicitas;45694;1.04;1;20;jfelicitas@du.edu.tr;JF45694;1;Economy
Jeffie;Felipa;45695;2.93;1;8;jfelipa@du.edu.tr;JF45695;4;Media and Visual Arts
Jeffrey;Felipe;45696;2.78;1;29;jfelipe@du.edu.tr;JF45696;4;Philosophy
Jeffry;Felisa;45697;3.18;3;95;jfelisa@du.edu.tr;JF45697;3;Law
Jen;Felisha;45698;2.92;1;26;jfelisha@du.edu.tr;JF45698;4;Comparative Literature
Jena;Felix;45699;3.21;1;32;jfelix@du.edu.tr;JF45699;2;Computer Engineering
Jenae;Felton;45700;2.05;3;101;jfelton@du.edu.tr;JF45700;0;Mathematics
Jene;Ferdinand;45701;2.2;4;135;jferdinand@du.edu.tr;JF45701;3;Law
Jenee;Fermin;45702;1.18;2;61;jfermin@du.edu.tr;JF45702;4;Comparative Literature
Jenell;Fermina;45703;2.61;4;118;jfermina@du.edu.tr;JF45703;0;Physics
Jenelle;Fern;45704;3.53;4;135;jfern@du.edu.tr;JF45704;4;Comparative Literature
Jenette;Fernanda;45705;2.41;1;7;jfernanda@du.edu.tr;JF45705;1;Economy
Jeneva;Fernande;45706;3.7;3;90;jfernande@du.edu.tr;JF45706;3;Law
Jeni;Fernando;45707;3.26;2;38;jfernando@du.edu.tr;JF45707;0;Physics
Jenice;Ferne;45708;1.31;1;17;jferne@du.edu.tr;JF45708;1;International Relations
Jenifer;Fidel;45709;1.99;1;2;jfidel@du.edu.tr;JF45709;0;Physics
Jeniffer;Fidela;45710;3.42;4;109;jfidela@du.edu.tr;JF45710;3;Law
Jenine;Fidelia;45711;3.61;4;122;jfidelia@du.edu.tr;JF45711;2;Chemical and Biological Engineering 
Jenise;Filiberto;45712;2.58;1;14;jfiliberto@du.edu.tr;JF45712;4;Media and Visual Arts
Jenna;Filomena;45713;3.19;3;72;jfilomena@du.edu.tr;JF45713;2;Electrical and Electronics Engineering
Jennefer;Fiona;45714;2.33;2;58;jfiona@du.edu.tr;JF45714;2;Chemical and Biological Engineering 
Jennell;Flavia;45715;3.46;1;15;jflavia@du.edu.tr;JF45715;0;Molecular Biology and Genetics
Jennette;Fleta;45716;3.99;2;64;jfleta@du.edu.tr;JF45716;3;Law
Jenni;Fletcher;45717;3.04;2;40;jfletcher@du.edu.tr;JF45717;0;Molecular Biology and Genetics
Jennie;Flo;45718;2.7;2;45;jflo@du.edu.tr;JF45718;1;Business Administration
Jennifer;Flor;45719;3.44;2;47;jflor@du.edu.tr;JF45719;3;Law
Jenniffer;Flora;45720;3.96;3;91;jflora@du.edu.tr;JF45720;0;Physics
Jennine;Florance;45721;1.61;4;116;jflorance@du.edu.tr;JF45721;1;International Relations
Jenny;Florence;45722;1.87;4;112;jflorence@du.edu.tr;JF45722;3;Law
Jerald;Florencia;45723;2.31;4;116;jflorencia@du.edu.tr;JF45723;1;International Relations
Jeraldine;Florencio;45724;2.21;4;128;jflorencio@du.edu.tr;JF45724;0;Chemistry
Jeramy;Florene;45725;3.09;1;33;jflorene@du.edu.tr;JF45725;1;International Relations
Jere;Florentina;45726;2.22;2;67;jflorentina@du.edu.tr;JF45726;4;Comparative Literature
Jeremiah;Florentino;45727;3.57;4;129;jflorentino@du.edu.tr;JF45727;1;International Relations
Jeremy;Floretta;45728;1.4;3;101;jfloretta@du.edu.tr;JF45728;4;Comparative Literature
Jeri;Floria;45729;2.4;4;107;jfloria@du.edu.tr;JF45729;1;Business Administration
Jerica;Florida;45730;1.23;3;93;jflorida@du.edu.tr;JF45730;1;Economy
Jerilyn;Florinda;45731;3.18;3;80;jflorinda@du.edu.tr;JF45731;2;Electrical and Electronics Engineering
Jerlene;Florine;45732;3.44;3;88;jflorine@du.edu.tr;JF45732;2;Mechanical Engineering
Jermaine;Florrie;45733;2.53;2;61;jflorrie@du.edu.tr;JF45733;2;Computer Engineering
Jerold;Flossie;45734;1.63;1;15;jflossie@du.edu.tr;JF45734;3;Law
Jerome;Floy;45735;3.8;2;36;jfloy@du.edu.tr;JF45735;1;Economy
Jeromy;Floyd;45736;1.52;1;31;jfloyd@du.edu.tr;JF45736;4;Philosophy
Jerrell;Fonda;45737;3.29;2;36;jfonda@du.edu.tr;JF45737;1;Business Administration
Jerri;Forest;45738;1.87;2;47;jforest@du.edu.tr;JF45738;4;Psychology
Jerrica;Forrest;45739;2.69;1;29;jforrest@du.edu.tr;JF45739;0;Mathematics
Jerrie;Foster;45740;3.27;2;43;jfoster@du.edu.tr;JF45740;0;Physics
Jerrod;Fran;45741;3.36;4;116;jfran@du.edu.tr;JF45741;0;Mathematics
Jerrold;France;45742;1.87;2;65;jfrance@du.edu.tr;JF45742;2;Electrical and Electronics Engineering
Jerry;Francene;45743;1.47;2;64;jfrancene@du.edu.tr;JF45743;2;Chemical and Biological Engineering 
Jesenia;Frances;45744;3.69;1;1;jfrances@du.edu.tr;JF45744;3;Law
Jesica;Francesca;45745;3.47;2;65;jfrancesca@du.edu.tr;JF45745;0;Physics
Jess;Francesco;45746;3.8;3;101;jfrancesco@du.edu.tr;JF45746;3;Law
Jesse;Franchesca;45747;3.25;4;134;jfranchesca@du.edu.tr;JF45747;0;Mathematics
Jessenia;Francie;45748;3.35;2;55;jfrancie@du.edu.tr;JF45748;2;Mechanical Engineering
Jessi;Francina;45749;3.54;4;108;jfrancina@du.edu.tr;JF45749;3;Law
Jessia;Francine;45750;3.69;4;137;jfrancine@du.edu.tr;JF45750;1;Business Administration
Jessica;Francis;45751;1.78;3;91;jfrancis@du.edu.tr;JF45751;0;Mathematics
Jessie;Francisca;45752;4;1;12;jfrancisca@du.edu.tr;JF45752;1;Business Administration
Jessika;Francisco;45753;1.85;4;121;jfrancisco@du.edu.tr;JF45753;1;International Relations
Jestine;Francoise;45754;3.8;1;11;jfrancoise@du.edu.tr;JF45754;4;Comparative Literature
Jesus;Frank;45755;2.54;4;119;jfrank@du.edu.tr;JF45755;2;Mechanical Engineering
Jesusa;Frankie;45756;2.49;4;129;jfrankie@du.edu.tr;JF45756;4;History
Jesusita;Franklin;45757;3.21;1;12;jfranklin@du.edu.tr;JF45757;1;International Relations
Jetta;Franklyn;45758;1.01;1;25;jfranklyn@du.edu.tr;JF45758;4;Archaeology and History of Art
Jettie;Fransisca;45759;2.01;1;2;jfransisca@du.edu.tr;JF45759;3;Law
Jewel;Fred;45760;3.5;2;60;jfred@du.edu.tr;JF45760;1;Business Administration
Jewell;Freda;45761;2;1;24;jfreda@du.edu.tr;JF45761;0;Mathematics
Ji;Fredda;45762;2.67;4;138;jfredda@du.edu.tr;JF45762;4;Archaeology and History of Art
Jill;Freddie;45763;2.14;3;92;jfreddie@du.edu.tr;JF45763;0;Molecular Biology and Genetics
Jillian;Freddy;45764;3.25;4;118;jfreddy@du.edu.tr;JF45764;3;Law
Jim;Frederic;45765;1.02;3;89;jfrederic@du.edu.tr;JF45765;2;Computer Engineering
Jimmie;Frederica;45766;2.01;1;10;jfrederica@du.edu.tr;JF45766;4;History
Jimmy;Frederick;45767;1.34;2;68;jfrederick@du.edu.tr;JF45767;4;Philosophy
Jin;Fredericka;45768;1.92;2;62;jfredericka@du.edu.tr;JF45768;0;Chemistry
Jina;Fredia;45769;3.26;4;112;jfredia@du.edu.tr;JF45769;4;History
Jinny;Fredric;45770;3.22;3;87;jfredric@du.edu.tr;JF45770;1;International Relations
Jo;Fredrick;45771;1.2;3;81;jfredrick@du.edu.tr;JF45771;3;Law
Joan;Fredricka;45772;2.05;1;18;jfredricka@du.edu.tr;JF45772;3;Law
Joana;Freeda;45773;3.28;2;68;jfreeda@du.edu.tr;JF45773;0;Mathematics
Joane;Freeman;45774;1.95;4;132;jfreeman@du.edu.tr;JF45774;0;Physics
Joanie;Freida;45775;2.98;2;42;jfreida@du.edu.tr;JF45775;2;Mechanical Engineering
Joann;Frida;45776;2.69;1;15;jfrida@du.edu.tr;JF45776;0;Molecular Biology and Genetics
Joanna;Frieda;45777;1.63;2;56;jfrieda@du.edu.tr;JF45777;2;Chemical and Biological Engineering 
Joanne;Fritz;45778;3.62;2;47;jfritz@du.edu.tr;JF45778;4;Comparative Literature
Joannie;Fumiko;45779;3.42;3;78;jfumiko@du.edu.tr;JF45779;0;Chemistry
Joaquin;Gabriel;45780;3.78;2;64;jgabriel@du.edu.tr;JG45780;2;Chemical and Biological Engineering 
Joaquina;Gabriela;45781;1.21;4;110;jgabriela@du.edu.tr;JG45781;0;Chemistry
Jocelyn;Gabriele;45782;2.01;1;28;jgabriele@du.edu.tr;JG45782;2;Industrial Engineering
Jodee;Gabriella;45783;2.43;4;119;jgabriella@du.edu.tr;JG45783;2;Computer Engineering
Jodi;Gabrielle;45784;2.43;4;125;jgabrielle@du.edu.tr;JG45784;3;Law
Jodie;Gail;45785;1.9;3;97;jgail@du.edu.tr;JG45785;4;Psychology
Jody;Gala;45786;3.79;3;103;jgala@du.edu.tr;JG45786;1;Business Administration
Joe;Gale;45787;2.72;2;63;jgale@du.edu.tr;JG45787;3;Law
Joeann;Galen;45788;3.1;1;24;jgalen@du.edu.tr;JG45788;2;Electrical and Electronics Engineering
Joel;Galina;45789;2.12;3;81;jgalina@du.edu.tr;JG45789;2;Industrial Engineering
Joella;Garfield;45790;2.49;2;60;jgarfield@du.edu.tr;JG45790;2;Computer Engineering
Joelle;Garland;45791;3.19;4;134;jgarland@du.edu.tr;JG45791;2;Computer Engineering
Joellen;Garnet;45792;3.88;3;74;jgarnet@du.edu.tr;JG45792;0;Mathematics
Joesph;Garnett;45793;2.79;3;102;jgarnett@du.edu.tr;JG45793;2;Chemical and Biological Engineering 
Joetta;Garret;45794;1.98;4;129;jgarret@du.edu.tr;JG45794;3;Law
Joette;Garrett;45795;2.53;1;19;jgarrett@du.edu.tr;JG45795;0;Chemistry
Joey;Garry;45796;2.45;3;87;jgarry@du.edu.tr;JG45796;4;History
Johana;Garth;45797;1.79;2;44;jgarth@du.edu.tr;JG45797;4;Psychology
Johanna;Gary;45798;1.79;3;96;jgary@du.edu.tr;JG45798;1;International Relations
Johanne;Gaston;45799;3.78;1;1;jgaston@du.edu.tr;JG45799;4;Comparative Literature
John;Gavin;45800;1.28;1;23;jgavin@du.edu.tr;JG45800;1;Economy
Johna;Gay;45801;2.81;2;36;jgay@du.edu.tr;JG45801;4;Psychology
Johnathan;Gaye;45802;3.3;2;47;jgaye@du.edu.tr;JG45802;0;Mathematics
Johnathon;Gayla;45803;2.54;2;47;jgayla@du.edu.tr;JG45803;1;Economy
Johnetta;Gayle;45804;1.97;1;22;jgayle@du.edu.tr;JG45804;3;Law
Johnette;Gaylene;45805;1.96;2;53;jgaylene@du.edu.tr;JG45805;0;Chemistry
Johnie;Gaylord;45806;3.28;1;10;jgaylord@du.edu.tr;JG45806;3;Law
Johnna;Gaynell;45807;1.15;2;52;jgaynell@du.edu.tr;JG45807;4;Psychology
Johnnie;Gaynelle;45808;3.94;4;106;jgaynelle@du.edu.tr;JG45808;2;Industrial Engineering
Johnny;Gearldine;45809;2.59;2;55;jgearldine@du.edu.tr;JG45809;2;Mechanical Engineering
Johnsie;Gema;45810;3.52;3;77;jgema@du.edu.tr;JG45810;1;Business Administration
Johnson;Gemma;45811;3.4;1;14;jgemma@du.edu.tr;JG45811;0;Chemistry
Joi;Gena;45812;1.62;2;67;jgena@du.edu.tr;JG45812;1;International Relations
Joie;Genaro;45813;1.61;4;140;jgenaro@du.edu.tr;JG45813;2;Electrical and Electronics Engineering
Jolanda;Gene;45814;1.11;3;77;jgene@du.edu.tr;JG45814;4;Media and Visual Arts
Joleen;Genesis;45815;2.29;4;123;jgenesis@du.edu.tr;JG45815;0;Chemistry
Jolene;Geneva;45816;2.91;1;18;jgeneva@du.edu.tr;JG45816;0;Mathematics
Jolie;Genevie;45817;2.59;2;70;jgenevie@du.edu.tr;JG45817;2;Electrical and Electronics Engineering
Joline;Genevieve;45818;3.1;3;84;jgenevieve@du.edu.tr;JG45818;4;Sociology
Jolyn;Genevive;45819;1.26;3;82;jgenevive@du.edu.tr;JG45819;3;Law
Jolynn;Genia;45820;3.6;3;89;jgenia@du.edu.tr;JG45820;4;Archaeology and History of Art
Jon;Genie;45821;3.99;1;30;jgenie@du.edu.tr;JG45821;0;Molecular Biology and Genetics
Jona;Genna;45822;3.53;3;82;jgenna@du.edu.tr;JG45822;0;Mathematics
Jonah;Gennie;45823;1.69;2;51;jgennie@du.edu.tr;JG45823;1;International Relations
Jonas;Genny;45824;3.8;2;61;jgenny@du.edu.tr;JG45824;4;Psychology
Jonathan;Genoveva;45825;3.69;4;140;jgenoveva@du.edu.tr;JG45825;2;Industrial Engineering
Jonathon;Geoffrey;45826;1.68;4;131;jgeoffrey@du.edu.tr;JG45826;3;Law
Jone;Georgann;45827;2.83;2;48;jgeorgann@du.edu.tr;JG45827;1;Economy
Jonell;George;45828;1.46;3;97;jgeorge@du.edu.tr;JG45828;2;Industrial Engineering
Jonelle;Georgeann;45829;3.55;2;56;jgeorgeann@du.edu.tr;JG45829;0;Physics
Jong;Georgeanna;45830;1.77;1;1;jgeorgeanna@du.edu.tr;JG45830;0;Mathematics
Joni;Georgene;45831;2.54;2;37;jgeorgene@du.edu.tr;JG45831;4;Psychology
Jonie;Georgetta;45832;1.6;3;90;jgeorgetta@du.edu.tr;JG45832;3;Law
Jonna;Georgette;45833;3.54;3;93;jgeorgette@du.edu.tr;JG45833;0;Chemistry
Jonnie;Georgia;45834;3.77;2;50;jgeorgia@du.edu.tr;JG45834;1;International Relations
Jordan;Georgiana;45835;1.54;1;23;jgeorgiana@du.edu.tr;JG45835;1;International Relations
Jordon;Georgiann;45836;1.46;2;66;jgeorgiann@du.edu.tr;JG45836;0;Mathematics
Jorge;Georgianna;45837;1.73;4;106;jgeorgianna@du.edu.tr;JG45837;0;Physics
Jose;Georgianne;45838;1.91;1;19;jgeorgianne@du.edu.tr;JG45838;0;Mathematics
Josef;Georgie;45839;1.13;4;118;jgeorgie@du.edu.tr;JG45839;1;International Relations
Josefa;Georgina;45840;1.58;2;69;jgeorgina@du.edu.tr;JG45840;4;Media and Visual Arts
Josefina;Georgine;45841;1.13;3;99;jgeorgine@du.edu.tr;JG45841;2;Computer Engineering
Josefine;Gerald;45842;1.46;1;32;jgerald@du.edu.tr;JG45842;0;Molecular Biology and Genetics
Joselyn;Geraldine;45843;1.42;4;121;jgeraldine@du.edu.tr;JG45843;4;Philosophy
Joseph;Geraldo;45844;1.74;3;105;jgeraldo@du.edu.tr;JG45844;1;Business Administration
Josephina;Geralyn;45845;2.8;1;9;jgeralyn@du.edu.tr;JG45845;3;Law
Josephine;Gerard;45846;3.36;3;100;jgerard@du.edu.tr;JG45846;0;Molecular Biology and Genetics
Josette;Gerardo;45847;2.35;2;49;jgerardo@du.edu.tr;JG45847;1;Business Administration
Josh;Gerda;45848;3.12;1;26;jgerda@du.edu.tr;JG45848;2;Industrial Engineering
Joshua;Geri;45849;1.86;4;111;jgeri@du.edu.tr;JG45849;1;Economy
Josiah;Germaine;45850;2.03;1;22;jgermaine@du.edu.tr;JG45850;4;Media and Visual Arts
Josie;German;45851;1.04;1;27;jgerman@du.edu.tr;JG45851;2;Electrical and Electronics Engineering
Joslyn;Gerri;45852;2.41;3;91;jgerri@du.edu.tr;JG45852;2;Computer Engineering
Jospeh;Gerry;45853;1.26;3;84;jgerry@du.edu.tr;JG45853;0;Physics
Josphine;Gertha;45854;3.22;3;84;jgertha@du.edu.tr;JG45854;0;Chemistry
Josue;Gertie;45855;2.01;2;60;jgertie@du.edu.tr;JG45855;2;Electrical and Electronics Engineering
Jovan;Gertrud;45856;3.47;4;113;jgertrud@du.edu.tr;JG45856;1;International Relations
Jovita;Gertrude;45857;1.07;2;49;jgertrude@du.edu.tr;JG45857;3;Law
Joy;Gertrudis;45858;1.14;4;115;jgertrudis@du.edu.tr;JG45858;1;Economy
Joya;Gertude;45859;1.63;1;10;jgertude@du.edu.tr;JG45859;2;Electrical and Electronics Engineering
Joyce;Ghislaine;45860;3.23;4;138;jghislaine@du.edu.tr;JG45860;1;Business Administration
Joycelyn;Gia;45861;3.97;3;78;jgia@du.edu.tr;JG45861;4;Sociology
Joye;Gianna;45862;1.18;2;61;jgianna@du.edu.tr;JG45862;3;Law
Juan;Gidget;45863;2.54;2;62;jgidget@du.edu.tr;JG45863;0;Physics
Juana;Gigi;45864;2.78;4;112;jgigi@du.edu.tr;JG45864;2;Computer Engineering
Juanita;Gil;45865;1.64;1;5;jgil@du.edu.tr;JG45865;1;Business Administration
Jude;Gilbert;45866;1.44;4;132;jgilbert@du.edu.tr;JG45866;4;Philosophy
Judi;Gilberte;45867;2.94;2;44;jgilberte@du.edu.tr;JG45867;2;Industrial Engineering
Judie;Gilberto;45868;3.06;3;88;jgilberto@du.edu.tr;JG45868;2;Mechanical Engineering
Judith;Gilda;45869;2.61;1;9;jgilda@du.edu.tr;JG45869;1;Business Administration
Judson;Gillian;45870;1.68;2;49;jgillian@du.edu.tr;JG45870;0;Chemistry
Judy;Gilma;45871;3.76;3;98;jgilma@du.edu.tr;JG45871;2;Industrial Engineering
Jule;Gina;45872;1.55;2;39;jgina@du.edu.tr;JG45872;3;Law
Julee;Ginette;45873;1.27;1;31;jginette@du.edu.tr;JG45873;0;Chemistry
Julene;Ginger;45874;2.29;3;99;jginger@du.edu.tr;JG45874;4;Archaeology and History of Art
Jules;Ginny;45875;1.38;4;115;jginny@du.edu.tr;JG45875;0;Molecular Biology and Genetics
Juli;Gino;45876;3.68;4;123;jgino@du.edu.tr;JG45876;4;Philosophy
Julia;Giovanna;45877;2.63;3;89;jgiovanna@du.edu.tr;JG45877;0;Molecular Biology and Genetics
Julian;Giovanni;45878;2.29;3;105;jgiovanni@du.edu.tr;JG45878;4;History
Juliana;Gisela;45879;3.31;2;54;jgisela@du.edu.tr;JG45879;4;Psychology
Juliane;Gisele;45880;3.26;3;96;jgisele@du.edu.tr;JG45880;0;Physics
Juliann;Giselle;45881;1.43;2;60;jgiselle@du.edu.tr;JG45881;3;Law
Julianna;Gita;45882;3.92;3;74;jgita@du.edu.tr;JG45882;1;International Relations
Julianne;Giuseppe;45883;1.02;1;21;jgiuseppe@du.edu.tr;JG45883;4;Comparative Literature
Julie;Giuseppina;45884;3.89;2;70;jgiuseppina@du.edu.tr;JG45884;3;Law
Julieann;Gladis;45885;2.67;1;16;jgladis@du.edu.tr;JG45885;3;Law
Julienne;Glady;45886;2.99;4;123;jglady@du.edu.tr;JG45886;2;Computer Engineering
Juliet;Gladys;45887;1.31;3;94;jgladys@du.edu.tr;JG45887;4;Psychology
Julieta;Glayds;45888;2.67;2;44;jglayds@du.edu.tr;JG45888;0;Physics
Julietta;Glen;45889;3.26;3;102;jglen@du.edu.tr;JG45889;4;Media and Visual Arts
Juliette;Glenda;45890;3.72;1;22;jglenda@du.edu.tr;JG45890;1;Business Administration
Julio;Glendora;45891;2.85;1;16;jglendora@du.edu.tr;JG45891;3;Law
Julissa;Glenn;45892;3.89;4;133;jglenn@du.edu.tr;JG45892;2;Industrial Engineering
Julius;Glenna;45893;3.82;1;35;jglenna@du.edu.tr;JG45893;3;Law
June;Glennie;45894;1.6;2;51;jglennie@du.edu.tr;JG45894;2;Industrial Engineering
Jung;Glennis;45895;3.78;4;120;jglennis@du.edu.tr;JG45895;3;Law
Junie;Glinda;45896;1.4;3;96;jglinda@du.edu.tr;JG45896;3;Law
Junior;Gloria;45897;2.95;4;128;jgloria@du.edu.tr;JG45897;0;Physics
Junita;Glory;45898;2.32;2;65;jglory@du.edu.tr;JG45898;1;Business Administration
Junko;Glynda;45899;3.31;2;65;jglynda@du.edu.tr;JG45899;3;Law
Justa;Glynis;45900;3.28;2;58;jglynis@du.edu.tr;JG45900;3;Law
Justin;Golda;45901;2.48;4;116;jgolda@du.edu.tr;JG45901;3;Law
Justina;Golden;45902;2.43;3;95;jgolden@du.edu.tr;JG45902;2;Mechanical Engineering
Justine;Goldie;45903;1.93;1;6;jgoldie@du.edu.tr;JG45903;4;History
Jutta;Gonzalo;45904;3.21;1;32;jgonzalo@du.edu.tr;JG45904;0;Mathematics
Ka;Gordon;45905;1.46;2;68;kgordon@du.edu.tr;KG45905;1;Economy
Kacey;Grace;45906;3.64;1;17;kgrace@du.edu.tr;KG45906;1;Business Administration
Kaci;Gracia;45907;2.76;3;85;kgracia@du.edu.tr;KG45907;4;Media and Visual Arts
Kacie;Gracie;45908;1.56;2;53;kgracie@du.edu.tr;KG45908;3;Law
Kacy;Graciela;45909;2.77;2;61;kgraciela@du.edu.tr;KG45909;3;Law
Kai;Grady;45910;3.14;3;94;kgrady@du.edu.tr;KG45910;3;Law
Kaila;Graham;45911;3.16;4;109;kgraham@du.edu.tr;KG45911;4;Archaeology and History of Art
Kaitlin;Graig;45912;3.34;1;11;kgraig@du.edu.tr;KG45912;3;Law
Kaitlyn;Grant;45913;1.71;2;61;kgrant@du.edu.tr;KG45913;1;International Relations
Kala;Granville;45914;3.08;4;116;kgranville@du.edu.tr;KG45914;1;International Relations
Kaleigh;Grayce;45915;1.06;3;90;kgrayce@du.edu.tr;KG45915;3;Law
Kaley;Grazyna;45916;3.03;1;18;kgrazyna@du.edu.tr;KG45916;4;Comparative Literature
Kali;Greg;45917;1.23;2;42;kgreg@du.edu.tr;KG45917;3;Law
Kallie;Gregg;45918;2.24;1;32;kgregg@du.edu.tr;KG45918;1;Business Administration
Kalyn;Gregoria;45919;1.22;2;64;kgregoria@du.edu.tr;KG45919;0;Molecular Biology and Genetics
Kam;Gregorio;45920;2.1;4;134;kgregorio@du.edu.tr;KG45920;0;Chemistry
Kamala;Gregory;45921;1.33;3;71;kgregory@du.edu.tr;KG45921;2;Computer Engineering
Kami;Greta;45922;2.72;2;48;kgreta@du.edu.tr;KG45922;1;Business Administration
Kamilah;Gretchen;45923;3.17;2;46;kgretchen@du.edu.tr;KG45923;4;Comparative Literature
Kandace;Gretta;45924;1.77;3;96;kgretta@du.edu.tr;KG45924;2;Electrical and Electronics Engineering
Kandi;Gricelda;45925;1.41;1;19;kgricelda@du.edu.tr;KG45925;3;Law
Kandice;Grisel;45926;1.06;2;53;kgrisel@du.edu.tr;KG45926;1;Business Administration
Kandis;Griselda;45927;2.91;1;15;kgriselda@du.edu.tr;KG45927;2;Computer Engineering
Kandra;Grover;45928;1.96;4;122;kgrover@du.edu.tr;KG45928;4;Philosophy
Kandy;Guadalupe;45929;1.26;2;38;kguadalupe@du.edu.tr;KG45929;2;Computer Engineering
Kanesha;Gudrun;45930;1.88;3;100;kgudrun@du.edu.tr;KG45930;1;Economy
Kanisha;Guillermina;45931;2;3;80;kguillermina@du.edu.tr;KG45931;0;Chemistry
